iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
RUS,Europe,Russia,2022-01-28,11314707.0,97284.0,72953.571,322796.0,661.0,656.571,77544.721,666.731,499.983,2212.265,4.53,4.5,1.7,,,,,,,73999.0,507.148,543339.0,251685602.0,1724.913,3.724,482456.0,3.306,0.122,8.2,tests performed,152916877.0,76024218.0,69414469.0,9623078.0,415633.0,284397.0,104.8,52.1,47.57,6.6,1949.0,119812.0,0.082,48.61,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,2022-01-28,128708.0,79.0,150.429,1438.0,2.0,1.429,9694.41,5.95,11.33,108.312,0.151,0.108,0.53,,,,,,,,,13157.0,4455633.0,335.603,0.991,12635.0,0.952,0.016,63.9,samples tested,16022095.0,8394931.0,,826967.0,,125016.0,120.68,63.23,,6.23,9416.0,39572.0,0.298,,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
SHN,Africa,Saint Helena,2022-01-28,4.0,0.0,0.0,,,,656.276,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6095.0,,,,,,,,,,,,,80.56,,,,,
KNA,North America,Saint Kitts and Nevis,2022-01-28,5393.0,25.0,29.0,33.0,0.0,0.714,100717.14,466.888,541.59,616.293,0.0,13.34,0.55,,,,,,,,,177.0,64996.0,1213.835,3.306,118.0,2.204,0.295,3.4,people tested,56529.0,27929.0,25956.0,2644.0,,30.0,105.57,52.16,48.47,4.94,560.0,7.0,0.013,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,2022-01-28,20417.0,225.0,299.286,326.0,0.0,1.429,110720.658,1220.167,1623.016,1767.886,0.0,7.747,1.47,,,,,,,,,,,,,,,,,,107573.0,56799.0,50774.0,,33.0,94.0,58.34,30.8,27.53,,510.0,43.0,0.023,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
SPM,North America,Saint Pierre and Miquelon,2022-01-28,839.0,26.0,29.857,,,,145382.083,4505.285,5173.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5771.0,,,,,,,,,,,,,81.07,,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-01-28,9447.0,0.0,404.571,93.0,1.0,0.429,84902.354,0.0,3635.976,835.812,8.987,3.852,0.79,,,,,,,,,,97022.0,871.959,,102.0,0.917,0.081,12.3,tests performed,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,2022-01-28,29.0,0.0,2.286,,,,144.896,0.0,11.42,,,,,,,,,,,,,,,,,,,,,,267016.0,142433.0,124583.0,,,248.0,133.41,71.17,62.25,,1239.0,74.0,0.037,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,2022-01-28,12462.0,233.0,142.286,109.0,0.0,0.286,366421.641,6850.926,4183.643,3204.94,0.0,8.401,1.12,,,,,,,,,,,,,,,,,,59341.0,24462.0,21727.0,13152.0,,233.0,174.48,71.93,63.88,38.67,6851.0,6.0,0.018,37.96,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,2022-01-28,5873.0,6.0,10.714,69.0,0.0,0.143,26293.404,26.862,47.968,308.913,0.0,0.64,0.81,,,,,,,,,,,,,,,,,,151040.0,88983.0,61405.0,,,384.0,67.62,39.84,27.49,,1719.0,74.0,0.033,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,2022-01-28,675471.0,4474.0,4608.571,8931.0,2.0,2.143,19113.13,126.596,130.404,252.712,0.057,0.061,1.3,,,,,,,,,152429.0,37465280.0,1060.118,4.313,159032.0,4.5,0.029,34.1,tests performed,56520251.0,25501361.0,23647878.0,7371012.0,262597.0,257257.0,159.93,72.16,66.91,20.86,7279.0,29668.0,0.084,49.07,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,2022-01-28,84786.0,77.0,133.0,1941.0,2.0,2.857,4930.477,4.478,7.734,112.873,0.116,0.166,0.66,,,,,,,,,1506.0,989801.0,57.559,0.088,1613.0,0.094,0.083,12.1,tests performed,,,,,,,,,,,,,,21.3,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,2022-01-28,1633868.0,17284.0,16549.143,13459.0,42.0,35.429,237772.95,2515.3,2408.358,1958.656,6.112,5.156,1.4,142.0,20.665,3301.0,480.387,,,,,35974.0,8010329.0,1165.724,5.235,33337.0,4.851,0.493,2.0,people tested,8371669.0,3329025.0,3239226.0,1803418.0,5576.0,4769.0,121.83,48.45,47.14,26.24,694.0,811.0,0.012,28.7,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SYC,Africa,Seychelles,2022-01-28,36559.0,953.0,313.143,149.0,0.0,0.857,369618.845,9635.022,3165.937,1506.42,0.0,8.666,1.24,,,,,,,,,,,,,,,,,,190758.0,83419.0,78598.0,,,347.0,192.86,84.34,79.46,,3508.0,51.0,0.052,69.44,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,2022-01-28,7612.0,1.0,5.714,125.0,0.0,0.0,934.981,0.123,0.702,15.354,0.0,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,2022-01-28,338625.0,5554.0,4401.714,853.0,3.0,1.0,62092.013,1018.41,807.121,156.41,0.55,0.183,2.21,7.0,1.284,629.0,115.337,,,,,224700.0,,,41.202,224700.0,41.202,0.015,66.2,samples tested,12684264.0,4907259.0,4752460.0,3024545.0,35537.0,36320.0,232.59,89.98,87.14,55.46,6660.0,5805.0,0.106,44.44,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SXM,North America,Sint Maarten (Dutch part),2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59619.0,27492.0,25436.0,,,120.0,137.3,63.31,58.58,,2764.0,16.0,0.037,,43421.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,
SVK,Europe,Slovakia,2022-01-28,1529099.0,17027.0,11718.857,17779.0,24.0,28.857,280606.21,3124.639,2150.537,3262.639,4.404,5.296,1.59,165.0,30.279,1497.0,274.716,,,,,31846.0,47598528.0,8734.845,5.844,52275.0,9.593,0.216,4.6,tests performed,6735455.0,2792755.0,2649380.0,1437538.0,,4490.0,123.6,51.25,48.62,26.38,824.0,425.0,0.008,40.74,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVN,Europe,Slovenia,2022-01-28,673154.0,16585.0,13382.0,5835.0,8.0,13.143,323830.544,7978.456,6437.606,2807.012,3.849,6.323,1.53,136.0,65.425,608.0,292.487,58.0,27.674,449.0,216.14,22270.0,2425386.0,1166.767,10.713,18079.0,8.697,0.74,1.4,tests performed,2902360.0,1260159.0,1208257.0,580605.0,0.0,2036.0,139.62,60.62,58.12,27.93,979.0,218.0,0.01,41.67,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SLB,Oceania,Solomon Islands,2022-01-28,898.0,143.0,116.714,5.0,0.0,0.714,1275.577,203.126,165.789,7.102,0.0,1.015,,,,,,,,,,,,,,,,,,,264085.0,193126.0,70959.0,,,1154.0,37.51,27.43,10.08,,1639.0,387.0,0.055,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SOM,Africa,Somalia,2022-01-28,25388.0,1066.0,161.0,1335.0,0.0,0.0,1551.881,65.161,9.841,81.604,0.0,0.0,0.26,,,,,,,,,,,,,,,,,,1610500.0,1305856.0,867137.0,,,5028.0,9.84,7.98,5.3,,307.0,4892.0,0.03,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
ZAF,Africa,South Africa,2022-01-28,3598288.0,3789.0,3129.857,94784.0,133.0,119.286,59929.52,63.106,52.128,1578.628,2.215,1.987,0.74,,,,,,,4947.0,82.392,38912.0,22159247.0,369.062,0.648,32285.0,0.538,0.096,10.4,people tested,29702542.0,19526619.0,16534632.0,556205.0,76213.0,64469.0,49.47,32.52,27.54,0.93,1074.0,28344.0,0.047,41.67,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,250125.5,23.36,27.99,4165.843
OWID_SAM,,South America,2022-01-28,47710050.0,396923.0,378641.571,1211599.0,1443.0,1241.571,109865.138,914.021,871.923,2790.03,3.323,2.859,,,,,,,,,,,,,,,,,,,704171492.0,337995907.0,290860502.0,87800574.0,2069927.0,1854331.0,162.15,77.83,66.98,20.22,4270.0,354765.0,0.082,,434260137.0,,,,,,,,,,,,,,,,,,
KOR,Asia,South Korea,2022-01-28,811122.0,17540.0,12121.143,6712.0,34.0,26.143,15809.747,341.876,236.256,130.825,0.663,0.51,1.73,316.0,6.159,,,,,5887.0,114.745,292189.0,50673944.0,987.696,5.695,238571.0,4.65,0.044,22.5,people tested,113393568.0,44615896.0,43931494.0,26359222.0,344316.0,301748.0,221.02,86.96,85.63,51.38,5881.0,9112.0,0.018,45.37,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
SSD,Africa,South Sudan,2022-01-28,16775.0,8.0,17.429,137.0,0.0,0.0,1473.899,0.703,1.531,12.037,0.0,0.0,0.97,,,,,,,,,1726.0,318930.0,28.022,0.152,1172.0,0.103,0.017,58.6,tests performed,318565.0,273500.0,225964.0,,,2682.0,2.8,2.4,1.99,,236.0,2556.0,0.022,37.04,11381377.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
ESP,Europe,Spain,2022-01-28,9779130.0,118922.0,114810.286,92966.0,199.0,175.0,209200.682,2544.047,2456.087,1988.781,4.257,3.744,1.08,2099.0,44.903,16449.0,351.886,1125.0,24.067,13907.0,297.506,271103.0,81081723.0,1734.546,5.8,278156.0,5.95,0.369,2.7,tests performed,89508239.0,40868576.0,38275164.0,20663137.0,238167.0,215378.0,191.48,87.43,81.88,44.2,4607.0,26375.0,0.056,43.52,46745211.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
LKA,Asia,Sri Lanka,2022-01-28,608065.0,961.0,1123.143,15386.0,17.0,16.286,28285.637,44.703,52.246,715.718,0.791,0.758,1.14,,,,,,,,,7956.0,6082104.0,282.924,0.37,8051.0,0.375,0.137,7.3,tests performed,35460365.0,16550296.0,13891828.0,5018241.0,85652.0,65352.0,164.95,76.99,64.62,23.34,3040.0,36550.0,0.17,,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
SDN,Africa,Sudan,2022-01-28,57106.0,511.0,449.571,3422.0,11.0,4.143,1271.584,11.378,10.011,76.198,0.245,0.092,1.1,,,,,,,,,,,,,,,,,,3718299.0,3194518.0,1436636.0,,,10873.0,8.28,7.11,3.2,,242.0,10214.0,0.023,18.52,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SUR,South America,Suriname,2022-01-28,72943.0,395.0,524.0,1257.0,1.0,3.714,123256.584,667.457,885.437,2124.036,1.69,6.276,0.99,,,,,,,,,,,,,,,,,,496433.0,264242.0,232191.0,,,145.0,83.89,44.65,39.23,,245.0,60.0,0.01,54.63,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
SWE,Europe,Sweden,2022-01-28,2070456.0,55180.0,40921.571,15855.0,77.0,25.857,203781.85,5431.017,4027.651,1560.507,7.579,2.545,1.71,100.0,9.842,1984.0,195.273,,,,,87153.0,16817451.0,1655.235,8.578,87153.0,8.578,0.367,2.7,tests performed,19153904.0,7832031.0,7550199.0,3770192.0,99995.0,77411.0,188.52,77.09,74.31,37.11,7619.0,3073.0,0.03,52.78,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
CHE,Europe,Switzerland,2022-01-28,2131077.0,39771.0,35965.429,12679.0,13.0,14.286,244515.916,4563.253,4126.608,1454.766,1.492,1.639,1.3,210.0,24.095,1933.0,221.789,,,676.0,77.563,84327.0,16694256.0,1915.469,9.676,95087.0,10.91,0.409,2.4,tests performed,15204304.0,6062967.0,5912731.0,3326786.0,33148.0,35039.0,174.45,69.57,67.84,38.17,4020.0,2597.0,0.03,44.44,8715494.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
SYR,Asia,Syria,2022-01-28,51230.0,53.0,46.857,2982.0,3.0,2.857,2803.175,2.9,2.564,163.167,0.164,0.156,1.16,,,,,,,,,,,,,,,,,,2974507.0,2277523.0,932422.0,,,4079.0,16.28,12.46,5.1,,223.0,0.0,0.0,55.09,18275704.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,,,,
TWN,Asia,Taiwan,2022-01-28,18634.0,68.0,75.0,851.0,0.0,0.0,781.136,2.851,3.144,35.674,0.0,0.0,1.25,,,,,,,,,17111.0,5613922.0,235.335,0.717,29806.0,1.249,0.002,397.4,people tested,41659662.0,19070001.0,17395522.0,5194139.0,346077.0,337612.0,174.64,79.94,72.92,21.77,14153.0,19941.0,0.084,20.37,23855008.0,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,
TJK,Asia,Tajikistan,2022-01-28,17663.0,24.0,24.286,125.0,0.0,0.0,1811.659,2.462,2.491,12.821,0.0,0.0,0.9,,,,,,,,,,,,,,,,,,7804380.0,4402341.0,3399653.0,2386.0,,65092.0,80.05,45.15,34.87,0.02,6676.0,39824.0,0.408,29.63,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TZA,Africa,Tanzania,2022-01-28,32920.0,527.0,217.857,778.0,25.0,4.714,535.298,8.569,3.542,12.651,0.407,0.077,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,61498438.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
THA,Asia,Thailand,2022-01-28,2424090.0,8618.0,7753.714,22145.0,19.0,18.0,34654.192,123.201,110.845,316.579,0.272,0.257,0.87,,,,,,,,,47053.0,18593564.0,265.809,0.673,63144.0,0.903,0.108,9.3,tests performed,111323026.0,51968988.0,47945145.0,11408893.0,523090.0,429868.0,159.14,74.29,68.54,16.31,6145.0,39154.0,0.056,48.15,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
TLS,Asia,Timor,2022-01-28,19894.0,0.0,4.0,122.0,0.0,0.0,14803.46,0.0,2.976,90.782,0.0,0.0,0.93,,,,,,,,,,,,,,,,,,1226559.0,669076.0,557483.0,,,1155.0,91.27,49.79,41.48,,859.0,257.0,0.019,13.89,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
TGO,Africa,Togo,2022-01-28,36469.0,17.0,41.857,267.0,0.0,0.143,4301.481,2.005,4.937,31.492,0.0,0.017,0.59,,,,,,,,,1172.0,659667.0,77.807,0.138,1134.0,0.134,0.035,28.8,tests performed,2515341.0,1415448.0,1075383.0,,,4954.0,29.67,16.7,12.68,,584.0,1279.0,0.015,43.52,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
TON,Oceania,Tonga,2022-01-28,1.0,0.0,0.0,,,,9.367,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,138684.0,74004.0,64680.0,,,77.0,129.9,69.32,60.59,,721.0,7.0,0.007,,106759.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,
TTO,North America,Trinidad and Tobago,2022-01-28,109660.0,768.0,628.0,3372.0,14.0,13.429,78140.253,547.253,447.493,2402.781,9.976,9.569,1.08,,,,,,,,,,,,,,,,,,1474821.0,732201.0,687627.0,108019.0,2185.0,1815.0,105.09,52.17,49.0,7.7,1293.0,404.0,0.029,,1403374.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,,,,
TUN,Africa,Tunisia,2022-01-28,884588.0,8343.0,8250.0,26132.0,36.0,31.429,74112.39,698.992,691.2,2189.386,3.016,2.633,1.6,,,,,,,,,,3962119.0,331.954,,25463.0,2.133,0.348,2.9,people tested,12713783.0,7091922.0,6211633.0,1017438.0,7284.0,17309.0,106.52,59.42,52.04,8.52,1450.0,5274.0,0.044,51.85,11935764.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
TUR,Asia,Turkey,2022-01-28,11343693.0,93586.0,76417.571,86871.0,210.0,181.571,133388.147,1100.458,898.578,1021.498,2.469,2.135,1.06,,,,,,,,,424164.0,129855963.0,1526.949,4.988,412380.0,4.849,0.178,5.6,tests performed,141416957.0,57383642.0,52335677.0,31697638.0,164628.0,157961.0,166.29,67.48,61.54,37.27,1857.0,10094.0,0.012,54.63,85042736.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
TCA,North America,Turks and Caicos Islands,2022-01-28,5692.0,14.0,24.0,34.0,0.0,0.143,145107.837,356.906,611.839,866.772,0.0,3.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,
UGA,Africa,Uganda,2022-01-28,161421.0,162.0,230.571,3522.0,7.0,8.429,3425.486,3.438,4.893,74.74,0.149,0.179,0.53,,,,,,,,,4599.0,2334756.0,49.545,0.098,5594.0,0.119,0.044,23.0,samples tested,12599741.0,10669724.0,1930017.0,,,29203.0,26.74,22.64,4.1,,620.0,19942.0,0.042,60.19,47123533.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
UKR,Europe,Ukraine,2022-01-28,4168560.0,35164.0,23611.429,106529.0,156.0,140.571,95902.111,808.985,543.206,2450.812,3.589,3.234,1.73,,,,,,,,,91934.0,17848132.0,410.615,2.115,65472.0,1.506,0.356,2.8,tests performed,29852203.0,15278385.0,14594498.0,,55413.0,47861.0,68.68,35.15,33.58,,1101.0,24148.0,0.056,62.96,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
ARE,Asia,United Arab Emirates,2022-01-28,838384.0,2545.0,2645.429,2234.0,2.0,3.857,83913.225,254.727,264.779,223.599,0.2,0.386,1.01,,,,,,,,,490562.0,123694899.0,12380.53,49.1,510023.0,51.048,0.005,184.2,tests performed,23420591.0,9890452.0,9277244.0,4252895.0,39956.0,34823.0,234.41,98.99,92.86,42.57,3485.0,28.0,0.0,58.33,9991083.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
GBR,Europe,United Kingdom,2022-01-28,16374927.0,88910.0,89662.286,155447.0,278.0,261.571,240076.526,1303.53,1314.559,2279.044,4.076,3.835,0.91,561.0,8.225,16510.0,242.057,,,12471.0,182.84,1505161.0,432822845.0,6345.714,22.068,1342302.0,19.68,0.069,14.6,tests performed,137671500.0,52281873.0,48284685.0,37104942.0,100741.0,109358.0,201.84,76.65,70.79,54.4,1603.0,16183.0,0.024,42.13,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,
USA,North America,United States,2022-01-28,74066546.0,642291.0,546660.286,882294.0,3288.0,2295.0,222478.8,1929.294,1642.041,2650.207,9.876,6.894,0.81,25042.0,75.22,141591.0,425.307,,,139926.0,420.305,1264597.0,771818090.0,2318.363,3.799,1937989.0,5.821,0.25,4.0,tests performed,536370947.0,249267851.0,210395450.0,86350777.0,0.0,426545.0,161.55,75.08,63.37,26.01,1285.0,117358.0,0.035,56.02,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
OWID_UMC,,Upper middle income,2022-01-28,100470779.0,775618.0,687518.0,2326840.0,3491.0,2921.857,39969.713,308.56,273.511,925.673,1.389,1.162,,,,,,,,,,,,,,,,,,,4497420854.0,1990064923.0,1865013068.0,483512913.0,8971526.0,8382061.0,178.92,79.17,74.19,19.24,3335.0,853353.0,0.034,,2513672790.0,,,,,,,,,,,,,,,,,,
URY,South America,Uruguay,2022-01-28,644631.0,13612.0,10799.143,6411.0,22.0,18.143,184964.96,3905.712,3098.615,1839.518,6.312,5.206,1.28,,,,,,,,,23944.0,5119795.0,1469.031,6.87,27018.0,7.752,0.396,2.5,people tested,7381599.0,2888273.0,2690521.0,1802805.0,24072.0,17459.0,211.8,82.87,77.2,51.73,5010.0,6134.0,0.176,25.93,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,
UZB,Asia,Uzbekistan,2022-01-28,219663.0,1186.0,1252.0,1554.0,3.0,3.143,6472.906,34.948,36.893,45.792,0.088,0.093,1.63,,,,,,,,,,,,,,,,,,41680571.0,19236112.0,,,114103.0,93134.0,122.82,56.68,,,2744.0,17572.0,0.052,,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
VUT,Oceania,Vanuatu,2022-01-28,7.0,0.0,0.0,1.0,0.0,0.0,22.26,0.0,0.0,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,178464.0,109176.0,69288.0,,,736.0,56.75,34.72,22.03,,2340.0,196.0,0.062,19.44,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
VAT,Europe,Vatican,2022-01-28,29.0,0.0,0.0,,,,35714.286,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,
VEN,South America,Venezuela,2022-01-28,479011.0,1989.0,1935.429,5430.0,5.0,4.429,16687.402,69.291,67.425,189.166,0.174,0.154,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
VNM,Asia,Vietnam,2022-01-28,2218137.0,14929.0,15342.857,37432.0,141.0,141.286,22595.125,152.075,156.291,381.302,1.436,1.439,0.95,,,,,,,,,56388.0,37744856.0,384.489,0.574,57208.0,0.583,0.273,3.7,samples tested,179593670.0,78987718.0,,,958738.0,1075202.0,182.94,80.46,,,10953.0,34257.0,0.035,68.52,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
WLF,Oceania,Wallis and Futuna,2022-01-28,454.0,0.0,0.0,7.0,0.0,0.0,40923.021,0.0,0.0,630.972,0.0,0.0,,,,,,,,,,,,,,,,,,,12287.0,6151.0,6136.0,,,6.0,110.75,55.44,55.31,,541.0,3.0,0.027,,11094.0,,,,,,,,,,,,,79.94,,,,,
OWID_WRL,,World,2022-01-28,369910181.0,3618748.0,3327251.571,5649714.0,10972.0,8848.429,46972.926,459.526,422.51,717.427,1.393,1.124,1.12,,,,,,,,,,,,,,,,,,10004517134.0,4788425543.0,4122601638.0,950480374.0,17764606.0,25148935.0,127.04,60.81,52.35,12.07,3194.0,5186014.0,0.066,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
YEM,Asia,Yemen,2022-01-28,10942.0,54.0,51.0,2006.0,1.0,1.571,358.864,1.771,1.673,65.791,0.033,0.052,1.1,,,,,,,,,,,,,,,,,,713432.0,566474.0,315083.0,,,3683.0,2.34,1.86,1.03,,121.0,3622.0,0.012,12.04,30490639.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
ZMB,Africa,Zambia,2022-01-28,304353.0,351.0,538.0,3910.0,3.0,3.571,16085.752,18.551,28.435,206.652,0.159,0.189,0.56,,,,,,,,,3941.0,3172652.0,167.682,0.208,4564.0,0.241,0.124,8.0,tests performed,2337128.0,,1631552.0,,14333.0,12751.0,12.35,,8.62,,674.0,,,37.96,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,
ZWE,Africa,Zimbabwe,2022-01-28,229333.0,237.0,196.0,5333.0,9.0,6.429,15195.494,15.704,12.987,353.362,0.596,0.426,0.58,,,,,,,,,3882.0,1839994.0,121.917,0.257,3388.0,0.224,0.065,15.4,tests performed,7533670.0,4252654.0,3281016.0,,8096.0,8731.0,49.92,28.18,21.74,,579.0,4221.0,0.028,,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
